id,created_at,from_user_name,from_user_id,from_user_realname,party,region,text
21192154,2020-09-25 18:37:08,SenJackReed,486694111,Senator Jack Reed,Democrat,RI,"RBG dedicated her life to ensuring the promise of the Constitution applies to us all – that #WeThePeople truly means ALL of us, regardless of gender, race, religion, or who we love. There's only 1 #RBG, but each of us can use our voice to speak up for justice &amp; equality for all."
20655707,2020-09-03 00:14:52,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"Larry has passed, but there are many veterans like him who still struggle through a slow and burdensome process of applying for benefits."
21514982,2020-10-08 22:27:31,SenatorBennet,224285242,Michael Bennet,Democrat,CO,"The attacks on and aggression toward Armenian civilians in the Nagorno-Karabakh region must stop. All actors, including Turkey, must take steps immediately to cease the violence, de-escalate the situation, and support negotiations toward peace and stability."
21978739,2020-10-27 19:40:50,SenatorMenendez,18695134,Senator Bob Menendez,Democrat,NJ,I’m shocked by allegations that police have killed nine people in the context of tomorrow’s vote. The Tanzanian people deserve an opportunity to peacefully exercise their democratic rights. I call upon the government to ensure security forces exercise restraint.
21699115,2020-10-16 14:55:47,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"This #WorldFoodDay, I’m grateful for the work of so many in Delaware – from our farmers, to school lunch workers, to folks working in food pantries and nonprofits – who are helping provide food to families who need it most.

#WFDchat"
21555814,2020-10-10 18:39:55,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,"This #WorldMentalHealthDay, and every day, let’s take steps toward ending the stigma around mental health and get people the resources they need to stay healthy."
21214623,2020-09-26 22:18:28,SenatorTester,515822213,Senator Jon Tester,Democrat,MT,"Regardless of the nominee, I believe there aren’t different sets of rules for Democrats and Republicans, and we must follow McConnell’s precedent: giving the American people a voice in this selection by filling the vacancy when the next President is sworn in, no matter who it is."
20799744,2020-09-09 18:21:33,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"Senator McConnell didn’t even join the negotiations with Speaker Pelosi, me, and the White House

The bill he put forward now is emaciated and fails to meet Americans' needs

He isn’t searching for progress. He seems to be looking for political cover.

We must pass the HEROES Act"
21894117,2020-10-23 22:58:54,SenatorHassan,946549322,Sen. Maggie Hassan,Democrat,NH,Just spoke to Dr. Fauci and Dr. Collins about the latest findings on the long-term health implications for COVID-19 survivors. I'm deeply grateful for their service and will continue working with them to help keep Granite Staters and Americans safe.
20678787,2020-09-03 21:47:10,CoryBooker,15808765,Cory Booker,Democrat,NJ,"The polls may show @JoeBiden in the lead now, but don't get complacent for one second. We need to keep fighting until every last vote is counted in November."
21672506,2020-10-15 14:01:12,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,Your daily reminder to request a mail-in ballot. There are only 15 days left to request one in Illinois!
21453395,2020-10-06 20:50:36,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"PA: The Administration's attacks on health care is unacceptable &amp; we must be vigilant in our efforts to combat this. To do that, I need your help. Please record a short video on what the ACA means to you and send with your name and location to MyACAStory@Casey.Senate.Gov by 10/12"
21234624,2020-09-28 01:00:49,brianschatz,47747074,Brian Schatz,Democrat,HI,"UPDATE: We are at around 270k  so we only need 40 more 750 dollar donations or 400 more 75 dollar donations or 4,000 more 7.5 dollar donations however you guys wanna do this."
21271309,2020-09-29 15:00:22,maziehirono,92186819,Senator Mazie Hirono,Democrat,HI,"On #NationalCoffeeDay I want to recognize all of the hard working coffee growers in Hawaii that supply high quality coffee to consumers across the globe.

These growers, like so many others, have suffered due to COVID-19 and are finally able to get some relief from USDA’s CFAP-2."
21252557,2020-09-28 18:44:52,KamalaHarris,30354991,Kamala Harris,Democrat,CA,"When Justice Ginsburg passed away, not only did we lose a giant from the Court, but from American life. Few people in our history have done more to change more lives than she did as a lawyer, an advocate, and a Supreme Court Justice.

She was an inspiration for each of us."
21427039,2020-10-06 00:40:59,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"We’ve seen a super spreader event at the White House. We don’t need another one next week at the Senate. The Supreme Court confirmation process should be delayed until science—not politics—says it’s safe. If we are to act, let it FINALLY be on COVID relief."
22120716,2020-11-02 17:27:06,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"Let’s compare. 

- Dr. Fauci is one of our nation’s most trusted and experienced public health experts.

- Donald Trump still doesn't have a national testing strategy, disregards basic facts about #COVID19 and is knowingly putting American lives at risk. 

Listen to Dr. Fauci."
21720309,2020-10-17 12:58:26,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"Joe Biden - and all of us - SHOULD be furious that media outlets are spreading what is very likely Russian propaganda.

1/ I’ve seen the intel. The mainstreaming of misinformation is Russia’s 2020 goal. Here’s what we know, and why we can’t take it lying down."
21486888,2020-10-07 23:52:18,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"Americans see the similarity in the GOP willingness to put workers, staff, and Senators at risk and their willingness to rip health care from millions

The GOP must halt this increasingly reckless Supreme Court process, and we need action to safeguard workers, staff, and Senators"
20892608,2020-09-13 23:02:02,SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,CA,"1/4 of American women will be the victim of physical violence by an intimate partner. More than 1/3 will be raped, assaulted or stalked. Numbers are worse for Native American and LGBT women. We can’t wait another day to reauthorize VAWA and stop the epidemic of domestic violence."
21932268,2020-10-26 01:01:00,SenatorCantwell,117501995,Sen. Maria Cantwell,Democrat,WA,"Adding insult to injury to this whole process is the fact that we're not dealing with the economic crisis facing America. Instead, Republicans continue to pursue judicial nominees that are out of the American mainstream &amp; go after a woman's right to choose. #WhatsAtStake"
21385909,2020-10-04 02:50:45,brianschatz,47747074,Brian Schatz,Democrat,HI,At this point not contact tracing is a choice the White House made. It’s not even like they would need to do it themselves. They can just pick up the phone and ask the CDC to do it for them.  What’s likely happening here is they don’t want to know how many people are infected.
21538591,2020-10-09 21:04:30,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"Because businesses are rejecting the President's irresponsible payroll tax deferral, he has cornered federal employees &amp; service members into this irresponsible tax scheme to save face. Public servants should be able to opt out of this policy."
21214622,2020-09-26 22:18:27,SenatorTester,515822213,Senator Jon Tester,Democrat,MT,"Four years ago, McConnell and his allies made up a rule that the Senate can’t vote on a Supreme Court nominee eight months before an election. They now intend to break it by ramming one through just days before election day when thousands of Montanans will have already voted."
20846401,2020-09-11 14:23:47,MarkWarner,7429102,Mark Warner,Democrat,VA,"While we can never repay the sacrifices of our first responders or their families, the 9/11 National Memorial Trail, which was unanimously passed in the Senate, provides an opportunity for every American to remember the courageous individuals who sacrificed so much that day."
21144408,2020-09-23 22:08:57,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Protections for patients w/ pre-ex conditions.
Medicaid expansion.
Caps on patients’ out-of-pocket costs.

All of this &amp; more could be ripped away if Pres. Trump nominates another anti-health care justice to the Supreme Court &amp; Republicans win their partisan health care lawsuit."
22035307,2020-10-29 19:06:48,SenatorBaldwin,1074518754,Sen. Tammy Baldwin,Democrat,WI,"Wisconsin is on track to run out of ICU beds.

@VP Pence held a superspreader event yesterday and @realDonaldTrump has one tomorrow.

This is their response to Wisconsin hospitals filling up with #COVID19 patients. ⬇️"
20888873,2020-09-13 18:45:24,brianschatz,47747074,Brian Schatz,Democrat,HI,"Let’s do Bullock, because he’s excellent on fighting against dark money and for climate action and if we win Montana we win the Senate. Can you grab a link and come up with an overly ambitious goal?"
20959596,2020-09-16 14:22:05,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Since the beginning of this crisis, President Trump has been spreading inaccuracies &amp; outright lies, and recklessly interfering with the work of our public health agencies for political benefit—showing a dangerous disregard for truth, facts, science, &amp; people's lives."
21141977,2020-09-23 20:24:02,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,I'll be doing absolutely everything I can to make sure everyone from WA state to Washington DC—&amp; Senate Republicans—knows just how much is at risk if President Trump gets to appoint another hard-right nominee an unprecedented 41 days before a presidential election.
21142878,2020-09-23 20:57:11,SenatorShaheen,109287731,Sen. Jeanne Shaheen,Democrat,NH,"200K Americans have lost their lives from COVID while millions more continue to face its economic and public health impacts. During a time when Americans need steady leadership &amp; sound guidance, the Trump admin has prioritized partisan politics over science on too many occasions."
21750119,2020-10-19 01:13:27,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"The Supreme Court case Griswold v. Connecticut established the right to privacy, paving the way for other decisions on reproductive rights, marriage equality, and more. 

Even other conservative Justices – Roberts, Alito, and Kavanaugh – were willing to say Griswold was right."
20930096,2020-09-15 14:22:21,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,".@realDonaldTrump —Things don't just magically go away. You were wrong when you said it about COVID &amp; you're wrong again on climate chaos. If you saw what I've seen over the past few days in Oregon, you'd sing a different tune. Science is right, you are wrong."
21087861,2020-09-22 01:25:00,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,The Defending the Integrity of Voting Systems Act provides the DOJ with powerful tools to vigorously prosecute &amp; stop malicious hackers. The President must now—urgently—make it law.
20892074,2020-09-13 22:02:23,brianschatz,47747074,Brian Schatz,Democrat,HI,Hey Murphy we are at 64 thousand dollars!!! WHOOOAHHHH. I think we can do 100k. Keep it up team!!! Thank you.
21487374,2020-10-08 01:20:43,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"President Trump lied.

And 210,000 Americans died from COVID.

President Trump is still lying and putting his political self-interest first.

And Americans across the country are still at risk, are still getting infected, and still dying."
21761247,2020-10-19 13:44:45,amyklobuchar,33537967,Amy Klobuchar,Democrat,MN,"America’s small businesses are hurting, including our local live music and entertainment venues. This is why the Senate needs to pass my Save Our Stages Act which is part of the bill Nancy Pelosi just passed. 

We cannot let the music die. @JoeBiden gets this."
22041238,2020-10-30 02:59:05,brianschatz,47747074,Brian Schatz,Democrat,HI,Wait a second - does that 8th Circuit decision potentially invalidate a bunch of overseas military ballots?
21443849,2020-10-06 14:56:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,Alito and Thomas are already threatening to end marriage equality and limit LGBTQ+ rights. This is what’s at stake if extremist justices get a majority on the Supreme Court. They’re ready to overturn precedents and put an end to our constitutional rights.
20989263,2020-09-17 14:36:09,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Great to meet with students from @UofILSystem yesterday during their virtual visit to Washington to discuss education in the age of #COVID19 and ways the federal gov't can improve college affordability and protections for undocumented students.
20831993,2020-09-10 21:54:41,MarkWarner,7429102,Mark Warner,Democrat,VA,Climate change poses an immediate risk to the future of our planet. The proof is right in front of us; we have to take action that meets this moment's needs.
21705737,2020-10-16 18:58:52,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,Republicans in Congress have tried to repeal the #ACA over 70 times. Americans have made it clear that they don’t support repeal. So Republicans have resorted to far-fetched arguments in the courts and jamming through an unfit #SCOTUS nominee to dismantle the law.
20823634,2020-09-10 16:14:00,SenatorMenendez,18695134,Senator Bob Menendez,Democrat,NJ,Pres. Trump’s inexplicable deference to Putin demands that Congress proactively shape US foreign policy toward Russia—especially with respect to sanctions. Incredible that we have reached this point—but we actually need laws that force POTUS to protect American lives &amp; interests.
20971602,2020-09-16 21:00:47,SenWhitehouse,242555999,Sheldon Whitehouse,Democrat,RI,BRT’s members need to get a handle on their trade groups. Just last week @TechNetUpdate came to Congress with thirteen pages of legislative priorities that didn’t mention climate change or carbon price.
21146039,2020-09-24 01:33:33,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"By insisting that political hacks approve it and not scientists, President Trump is just endangering more lives.

We need a safe and proven vaccine.

Not an “it is what it is” vaccine."
21944210,2020-10-26 15:40:21,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Watching Republicans ignore the clear wishes of the American people, explicitly reject attempts to help families and communities get through this pandemic, and press on with this grotesque power grab is a new low for this body, for our country, and for the people we serve."
21111689,2020-09-22 19:47:56,SenatorBennet,224285242,Michael Bennet,Democrat,CO,"There are 42 days until the election. The Senate has never confirmed a Supreme Court nominee this close to a presidential election.

The next president should choose the next Supreme Court Justice."
21978455,2020-10-27 19:31:32,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"Now that she has been sworn in, litigants in the PA mail-in ballot case have rightly pointed out that Justice Barrett’s “impartiality might reasonably be questioned” and have asked for her to recuse. She should do so, immediately."
21852710,2020-10-22 13:59:07,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"They don’t care about keeping their word. They don’t care about the rules. They don’t care about the process. 

All they care about is rushing Coney Barrett to the Court so the Affordable Care Act can be struck down early next year. 23 million people lose their insurance."
21572816,2020-10-11 18:05:05,SenTinaSmith,941000686275387392,Senator Tina Smith,Democrat,MN,"At this point, McConnell's warped priorities shouldn't surprise anyone. It doesn’t faze me and I'm going to keep fighting for Americans to get the relief they deserve."
20964308,2020-09-16 16:47:24,RonWyden,250188760,Ron Wyden,Democrat,OR,Heard powerful stories from @ExtendPua advocates yesterday. Thousands of Oregonians have been struggling to make ends meet without the $600 weekly boost thanks to Republican inaction. And now families in my state have been hit by devastating wildfires.
20752032,2020-09-07 23:00:41,kyrstensinema,20747881,Kyrsten Sinema,Democrat,AZ,"If you or someone you know needs help, call the National Suicide Prevention Lifeline at 1-800-273-8255. We’ll get through these difficult times together."
21170712,2020-09-24 21:26:30,brianschatz,47747074,Brian Schatz,Democrat,HI,You guys if we finish this strong that’s ONE WEEK OF TV FOR MIKE ESPY. Let’s go!!! Thanks. Booker keep charming everyone you’re doing great.
20845761,2020-09-11 13:58:57,RonWyden,250188760,Ron Wyden,Democrat,OR,Today we honor the selflessness of the first responders and the many Americans who lost their lives as a result of 9/11. May we never forget their bravery and sacrifice.
20907478,2020-09-14 16:44:07,SenatorShaheen,109287731,Sen. Jeanne Shaheen,Democrat,NH,"Congratulations to Sullivan Construction for reaching 50 years in business! This impressive milestone is a testament to your decades of hard work, craftsmanship &amp; innovation, particularly as you help build a greener, more sustainable world. Here’s to many more decades of success!"
20892606,2020-09-13 23:02:02,SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,CA,"The Violence Against Women Act became law 26 years ago today. Make no mistake, VAWA has reduced domestic violence and helped countless victims. But we still need to reauthorize the law and make it stronger."
21359578,2020-10-02 16:46:24,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,This is a lifetime appointment for a job that is accountable to virtually no one. Americans deserve a voice in this hugely consequential decision &amp; a confirmation process that provides proper time to conduct Congress’ constitutionally-mandated review of the nominee’s full record.
20943224,2020-09-16 00:46:08,SenSherrodBrown,43910797,Sherrod Brown,Democrat,OH,"Airline workers need our help. I stand with the flight attendants and AFA members who rallied today in Cleveland for #ReliefNOW. 

We must get a relief package passed that puts workers first - and #ExtendPSP before it expires on September 30."
20929734,2020-09-15 14:07:10,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"Why did @EPA career attorneys decide not to sign onto some of EPA's most high profile legal cases?
 
Was it because they found the cases to be legally indefensible, or was it something else? It's highly unusual.
 
I'm asking the EPA Inspector General to investigate."
21196383,2020-09-25 22:34:28,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,"These leaders in the fight for women's rights powerfully reaffirmed how inextricably reproductive rights are linked to financial security, career opportunities, &amp; advancement in so many spheres of society. They’re hearing the anger &amp; anxiety: We cannot go backward."
21253233,2020-09-28 19:12:13,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Trump paid $0 in income taxes many years. His business used billions in government services &amp; he contributed nothing. This is the deep corruption of our system, where the wealthiest pay virtually nothing &amp; the burden falls on the middle class. Wake up! Let’s reclaim our country."
21983529,2020-10-27 23:04:38,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,"My thoughts are with the Jewish community in Pennsylvania today as we remember the victims of the #TreeofLife synagogue massacre 2 years ago. We must stand together against anti-Semitism, hate and senseless gun violence."
21308330,2020-09-30 19:32:07,SenatorCantwell,117501995,Sen. Maria Cantwell,Democrat,WA,We should be taking the opportunity now to prepare for a recovery in aviation demand by retaining a production workforce in Everett and keeping the supply chain hot and ready for higher production levels. (3/6)
21254590,2020-09-28 20:11:17,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"Over the next few years, Donald Trump could be on the hook for hundreds of millions in debt.

Any other government worker would be flat-out denied security clearance out of fear they'd be vulnerable to blackmail and bribes. The Commander in Chief is a walking liability."
20993431,2020-09-17 16:56:33,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"The #COVID19 crisis has underscored the need for a robust health care infrastructure and medical research. NIH funding must be a national priority so we can invest in research that leads to more progress, more solutions and more lives saved. #Members4MedicalResearch @RallyForNIH"
21571749,2020-10-11 17:13:06,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"Hey @brianschatz @CoryBooker @JeffMerkley it’s showtime. 

Let’s pick a race today where we get a big bang for the buck. Pivotal for Senate control and Electoral College. 

Also find a place where our $ can counteract McConnell’s dark money. 

And let’s set a big goal. 

Ready?"
21214036,2020-09-26 21:35:01,maziehirono,92186819,Senator Mazie Hirono,Democrat,HI,"She will vote to strike down the Affordable Care Act after being rushed on the Supreme Court in time to hear the case on November 10.

Millions of Americans will lose their health care – catastrophic in the middle of a pandemic."
20845897,2020-09-11 14:03:34,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,"19 years have passed since the horrifying attacks on America on 9/11, yet the memory is still fresh for so many of us whom history touched that day. With the rest of the nation, I mourn the lives lost in that attack &amp; in the ensuing years, &amp; I send my thoughts to their loved ones"
21823246,2020-10-21 14:57:49,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"We can honor George Floyd, Breonna Taylor, Ahmaud Arbery—and countless Black Americans whose lives have senselessly been cut short—and vote to build a more just America for all. 
 
Only 9 days left to request a mail-in ballot, Illinois."
20842899,2020-09-11 12:04:24,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"We will #NeverForget those we lost 19 years ago on 9/11 and in the years since.

We remember the resiliency and the courage of so many New Yorkers and Americans including our brave first responders, the families of those we lost, and so many more."
20990465,2020-09-17 15:17:07,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Yesterday I spoke with @MVD_USACE Commander @DianaMHolland about securing funding for the Quincy Bay restoration to open up the waterway for recreation &amp; address environmental erosion. I'll keep working with the Army Corps to move this project forward.
21980324,2020-10-27 20:41:13,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"Natural infrastructure is a smart, effective way to protect communities from symptoms of the climate crisis—but we also need to address root causes.

If we don't dramatically reduce carbon emissions, the damage we're seeing now will pale in comparison to the devastation ahead."
21529586,2020-10-09 14:57:19,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"The World Food Program last year provided assistance to nearly 100 million people in 88 countries. Thank you to all the heroic &amp; brave @WFP staff on the frontlines, and thanks to @WFPChief Director Beasley for your leadership in fighting for #ZeroHunger and a more peaceful world."
21105642,2020-09-22 16:32:41,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"My prayers and my deepest sympathies are with those who have lost loved ones, and those who are living with the long-term health repercussions of the virus.
 
It didn’t have to be this way."
21255072,2020-09-28 20:31:10,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Reminder: A vote for President Trump's SCOTUS nominee is a vote to help him get the court to strike down families' health care, end protections for pre-existing conditions, &amp; send costs skyrocketing."
21924754,2020-10-25 16:26:10,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"ON FIRE for the first hour. Great job, team. $500K is possible. Lots of work to do but possible.

@brianschatz and I need to jet for an hour to go vote against Amy Coney Barrett on the Senate floor. Do us a solid - by the time we’re done can we do another $75K?"
22040221,2020-10-29 23:26:00,SenatorHassan,946549322,Sen. Maggie Hassan,Democrat,NH,"Wear a mask, practice social distancing, and wash your hands.

We all have to continue following these steps to keep our friends, family, and community members healthy and safe."
21586280,2020-10-12 12:21:01,SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,CA,"Here’s what’s at stake today: Republicans are jamming through a Supreme Court nominee who could rip health care away from millions in the midst of a global pandemic that has killed more than 215,000 Americans. Democrats will do all we can to delay or stop this process."
21505613,2020-10-08 16:26:28,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"2/ Like Gorsuch/Kavanaugh/Alito/Thomas, she is an ""orginalist"" on guns. It's total BS - just a way to legislate from the court and invalidate modern gun laws. 

But basically, she believes that if the regulation didn't exist in 1787 then it's unconstitutional."
21214614,2020-09-26 22:17:15,SenatorCardin,109071031,Senator Ben Cardin,Democrat,MD,A majority of Americans think filling Justice Ginsburg’s vacancy on the Supreme Court should be done by whoever wins the election in November. We should not ram through a #SCOTUS nominee when Americans have already started to vote.
21868142,2020-10-23 01:45:21,CoryBooker,15808765,Cory Booker,Democrat,NJ,"A nation so deeply divided needs a healer. A uniter. Someone who can transcend partisan divides and start bringing us together again.

We need @JoeBiden."
21572316,2020-10-11 17:41:13,SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,CA,We're calling on the Department of Justice to immediately provide an explanation for the omission of these materials and provide any other materials that have not been disclosed by Judge Barrett.
21308331,2020-09-30 19:32:07,SenatorCantwell,117501995,Sen. Maria Cantwell,Democrat,WA,"I plan to work with regional leaders in business, labor, and education on workforce training programs in composite design optimization and composite fault diagnosis that will produce true cost savings in any aircraft production, including the next plane. (4/6)"
20743965,2020-09-07 15:27:49,SenatorTomUdall,60828944,Tom Udall,Democrat,NM,"This #LaborDay, amid the #COVID19 crisis, it's clearer than ever we must stand up for workers, including the frontline workers who show up every day to keep our families safe and healthy, and keep our country moving forward. Now more than ever, Congress needs to have their back."
21707107,2020-10-16 19:53:04,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Glad to help launch this initiative as one of the honorary Senate co-chairs. I look forward to working with my colleagues in Congress and the members of the Steering Committee to develop meaningful, bipartisan policies to support public health preparedness and response efforts."
21114910,2020-09-22 22:07:48,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,"More than 6 months into this pandemic, countless priorities to rebuild our country—improved national testing, enforceable health &amp; safety standards, robust relief funding—are at a standstill in Mitch McConnell’s Senate."
20964834,2020-09-16 17:01:25,SenatorTester,515822213,Senator Jon Tester,Democrat,MT,"Looking forward to today's Senate hearing on the made-in-Montana Blackfoot Clearwater Stewardship Act. 

3 out of 4 Montanans support this commonsense approach to land management—my colleagues in the Senate should follow their lead and vote this bill out of committee."
21629940,2020-10-13 23:32:25,ChrisVanHollen,18137749,Senator Chris Van Hollen,Democrat,MD,Who serves on the Supreme Court matters. Lifting the stay allows Trump to continue his political games and end the Census early. Today we see how a conservative majority can undermine an accurate count and rob states of millions in their fair share of federal funding.
21339720,2020-10-01 21:14:49,SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,CA,"This isn’t what Americans want from their next Supreme Court justice. Support for Roe v. Wade remains consistently high with 66% of Americans saying they want the decision upheld, according to a poll conducted last week."
20935424,2020-09-15 17:30:34,SenatorLeahy,242836537,Sen. Patrick Leahy,Democrat,VT,The White House’s proposed expansion of the #GlobalGagRule – in the midst of a pandemic wreaking havoc on vulnerable populations and health services – is another example of this Administration’s disregard for women’s health.
21130113,2020-09-23 13:51:46,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"Hey @brianschatz @CoryBooker et al - final total raised last night for @GreenfieldIowa...

$127,000!! Great job, team. 

That money will make a difference. Especially w the voter reg deadline still weeks away and A LOT of people with a new reason to vote now."
21506837,2020-10-08 17:09:47,SenGaryPeters,236511574,Senator Gary Peters,Democrat,MI,This news is horrifying and any attempts to harm @GovWhitmer are absolutely unacceptable. I’m thankful to our law enforcement for their efforts to thwart this plot. The individuals charged should be held accountable &amp; prosecuted to the fullest extent of the law.
21587129,2020-10-12 12:56:05,SenWarren,970207298,Elizabeth Warren,Democrat,MA,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists."
20959778,2020-09-16 14:28:47,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We must come together to take action now, before we lose any more time to save lives and prevent costly mistakes."
21028173,2020-09-19 02:17:25,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"If four Republican Senators commit not to vote to fill this Supreme Court vacancy until after the presidential inauguration, then the voices of the American people will have a chance to be heard."
20912427,2020-09-14 19:53:06,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,The effects of climate change are raging across the United States as we speak. This bipartisan agreement to phasedown the use of hydrofluorocarbons should be one of many steps we take to address this climate crisis before it is too late.
21063558,2020-09-20 22:33:21,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"Senator McConnell needs to listen to the members of his caucus who are calling for fairness.
 
The Senate should not consider any replacement for Justice Ginsburg until after the next Presidential inauguration."
21455289,2020-10-06 22:30:34,MarkWarner,7429102,Mark Warner,Democrat,VA,"We’ve seen in a myriad of other contexts, including concerning right-wing militias like the Boogaloos, that Facebook has repeatedly failed to enforce its existing policies consistently."
21868311,2020-10-23 02:10:33,amyklobuchar,33537967,Amy Klobuchar,Democrat,MN,"Biden: Over 500 kids can’t find their parents due to Trump separating kids from their parents. 

Trump: Good. 

Pretty much says it all."
21252009,2020-09-28 18:23:30,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"I’m wishing an easy and meaningful fast to all my friends, neighbors, and everyone observing Yom Kippur. G’mar Chatimah Tovah!"
21891446,2020-10-23 20:27:57,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,".@SenJackyRosen, @SenFeinstein, @SenKamalaHarris &amp; I are urging the Secretary of the Air Force to reconsider the NV Air National Guard Base in Reno as a candidate for 8 C-130J aircraft, which would help improve the Guard’s firefighting abilities in NV, CA &amp; throughout the region"
22035870,2020-10-29 19:38:49,SenatorBennet,224285242,Michael Bennet,Democrat,CO,"Latinas face a larger wage gap compared to white men than any other group in the country, making 55 cents on the dollar. It's unequal, unjust, and unacceptable.
 
It's time the Senate pass the #PaycheckFairnessAct. #LatinaEqualPayDay"
21084969,2020-09-21 20:44:18,SenMarkey,21406834,Ed Markey,Democrat,MA,"As the US approaches 200,000 COVID deaths &amp; with nearly 11,000 people exposed to the virus on flights, we STILL don’t have a national plan for aviation health &amp; safety. Congress must pass my &amp; @SenBlumenthal’s legislation &amp; create a task force for protecting the flying public."
21194358,2020-09-25 20:22:36,SenatorShaheen,109287731,Sen. Jeanne Shaheen,Democrat,NH,Orgs like @NHCADSV &amp; our crisis centers have served as lifelines for survivors. Increase in demand for their services &amp; challenges survivors face during the COVID-19 underscore why Congress must prioritize federal support for them in relief legislation &amp; finally reauthorize VAWA.
21803683,2020-10-20 22:08:39,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"Reminder: 65 million seniors rely on Medicare. 
 
Judge Barrett couldn't even say whether or not she believes it's constitutional. 
 
She should not be elevated to our highest court."
21951762,2020-10-26 20:36:06,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,"Reno’s local artists are not only bringing our community together during this challenging time, but they’re also showing off NV pride &amp; unity in @usmayors’ #CitySongProject. Listen to them sing here ⬇️"
21330869,2020-10-01 16:05:00,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"When Republicans tell you this week that #RoeVWade won’t be overturned by the Supreme Court, know they're doing everything they can to confirm justices who will overturn Roe v. Wade &amp; gut health care protections. Get very worried—and get loud."
20913334,2020-09-14 20:34:01,KamalaHarris,30354991,Kamala Harris,Democrat,CA,"50 days. Just 50 days for us to organize, mobilize, and make sure everyone we know is registered to vote. Time to roll up our sleeves and stand together for a better future."
